# V1 V2 V3 V4 V5 V6 V7 V8
612 529.6123607 4872.143846 / 1.18009509232594 -1.12699373829722 -0.658430462844145 2.05185814181097
613 530.3494278 4872.049224 / -0.186270936387097 -1.12699373829722 -0.658430462844145 2.05185814181097
614 539.8942927 4870.51126 / -1.00786842941178 -1.21600766680284 -1.04493781418234 0.0813889450822723
615 540.8373877 4871.082926 / -0.618387446059826 -1.21600766680284 -1.04493781418234 0.0813889450822723
616 542.3255245 4870.970546 / 0.439207865614813 -1.21600766680284 -1.07081884324697 0.0813889450822723
617 563.5356239 4872.998612 / -0.340555169715643 1.00934054583762 0.0467509782164728 0.0813889450822723
618 564.8123893 4871.613633 / 0.111910744819773 0.475256974803909 1.16347608414691 0.0813889450822723
619 566.0696075 4870.448413 / 0.19643005908431 0.475256974803909 0.776069494775581 0.0813889450822723
620 577.6680121 4873.638539 / 0.245204266285095 1.81046590238818 -0.886421530152893 0.0813889450822723
621 587.2940455 4871.656215 / -1.33535411220894 1.72145197388256 -0.881966259221156 0.0813889450822723
622 588.4047017 4871.765171 / -0.687550012537931 1.72145197388256 -0.839149299134121 0.0813889450822723
623 589.0839303 4872.262631 / -0.774428064711606 1.72145197388256 -0.839149299134121 0.0813889450822723
624 529.0834032 4858.973725 / -0.177072703477991 0.119201260781436 0.670682132306561 0.0813889450822723
625 529.5950755 4858.407541 / -0.433561807324287 0.119201260781436 0.670682132306561 0.0813889450822723
626 531.0856144 4858.339935 / -0.409896134355332 0.119201260781436 0.73076666836162 0.0813889450822723
627 540.1470272 4859.813557 / -1.17521148206529 0.386243046298291 0.597858660399381 0.0813889450822723
628 541.4228758 4859.895814 / 1.54524318079437 0.386243046298291 0.597858660399381 0.0813889450822723
629 542.1163565 4858.724055 / -1.39744890832376 0.386243046298291 0.685523868871378 0.0813889450822723
630 552.1366975 4858.746854 / 0.0986134226710638 0.386243046298291 0.658864038666177 0.0813889450822723
631 553.5633995 4858.656244 / -0.53286672222583 0.386243046298291 0.658864038666177 0.0813889450822723
632 554.238999 4859.236421 / -0.566788704025263 0.386243046298291 0.655196090488011 0.0813889450822723
633 564.2429135 4859.391664 / 0.571630560154374 0.475256974803909 0.860184481789659 -1.88908025164642
634 564.9833661 4859.29457 / -0.421354779213857 0.475256974803909 0.860184481789659 -1.88908025164642
635 565.8038465 4859.328643 / 0.137680091402803 0.475256974803909 0.674850894913309 -1.88908025164642
636 574.9576998 4860.737543 / -1.35630287335579 0.475256974803909 0.360873419762837 -1.88908025164642
637 576.8616176 4859.9702 / -0.228943395266945 1.00934054583762 -0.453437523098442 0.0813889450822723
638 577.6129406 4860.929356 / -0.470358051054111 1.00934054583762 -0.453437523098442 0.0813889450822723
639 546.9325845 4887.887572 / 1.78564481691609 -0.503896238757891 0.702797723859144 0.0813889450822723
640 548.4427742 4887.967496 / -0.429889261198494 -0.503896238757891 0.702797723859144 0.0813889450822723
641 549.3454618 4886.595073 / 0.201496924177422 -0.503896238757891 0.637558383715953 0.0813889450822723
642 552.8375429 4848.348404 / 0.465641585883053 0.564270903309528 0.132028837629952 0.0813889450822723
643 553.8151932 4847.135336 / -0.736334383979621 0.564270903309528 0.158095327985418 0.0813889450822723
644 554.5703668 4847.212229 / -0.640639441299832 0.564270903309528 0.158095327985418 0.0813889450822723
645 564.2199953 4847.843827 / 1.14882300477056 0.564270903309528 0.184183049725967 -1.88908025164642
646 565.2773202 4847.890757 / -0.316155228319487 0.564270903309528 0.197006852472306 -1.88908025164642
647 566.2428128 4848.916845 / -0.432677432134781 0.564270903309528 0.197006852472306 -1.88908025164642
648 580.1120107 4848.328643 / -0.875578374945661 1.09835447434324 -0.242621567280962 0.0813889450822723
649 581.0364699 4849.17393 / -0.544113986780832 1.09835447434324 -0.20639757517325 0.0813889450822723
650 582.2251608 4848.383047 / -0.571254016101356 1.09835447434324 -0.20639757517325 0.0813889450822723
651 568.5824294 4841.743839 / 0.443195649998159 0.653284831815146 0.140286160622798 -1.88908025164642
652 569.6746664 4841.586203 / 0.0409116292137676 0.653284831815146 0.196264219565802 -1.88908025164642
653 570.3368901 4841.464966 / -0.118397253510023 0.653284831815146 0.196264219565802 -1.88908025164642
654 564.8298428 4837.139465 / -0.330823933902284 1.00934054583762 -0.296757513290201 -1.88908025164642
655 565.740813 4836.840022 / -0.804776810828299 1.00934054583762 -0.155168090729508 -1.88908025164642
656 567.4671582 4836.464463 / 0.536119522362487 1.00934054583762 -0.155168090729508 -1.88908025164642
657 572.7894706 4832.545906 / -0.617192136581897 1.09835447434324 0.477586322807124 0.0813889450822723
658 573.7320416 4832.633084 / -0.358664217613912 1.09835447434324 0.477586322807124 0.0813889450822723
659 574.3211339 4832.312814 / 0.24536575539847 1.09835447434324 0.477586322807124 0.0813889450822723
660 585.8872365 4916.722715 / 1.79947578439991 1.54342411687133 -0.913045226479561 2.05185814181097
661 586.9841454 4914.944616 / 1.87608291927274 1.54342411687133 -0.904243097632825 2.05185814181097
662 587.9516348 4915.007135 / 0.769719110465138 1.54342411687133 -0.929989561800474 2.05185814181097
663 505.7471003 4905.6722 / 0.428372172780037 1.27638233135447 -0.983301873955971 0.0813889450822723
664 515.4712926 4906.085613 / -0.413778622079193 -1.30502159530846 -1.20918805158238 0.0813889450822723
665 516.8275084 4905.932346 / -0.299534774288998 -1.30502159530846 -1.21185083367413 0.0813889450822723
666 517.3149978 4905.604171 / -0.0368925854297788 -1.30502159530846 -1.21185083367413 0.0813889450822723
667 539.1082592 4905.970721 / -0.382956164136697 1.18736840284886 -0.757087181185215 0.0813889450822723
668 540.1070086 4905.355175 / -0.447176608891741 1.18736840284886 -0.757087181185215 0.0813889450822723
669 540.6434479 4905.757366 / -0.213339515551116 1.18736840284886 -0.757087181185215 0.0813889450822723
670 546.6687039 4906.862711 / 0.227944671718748 -1.30502159530846 -1.27181342491803 0.0813889450822723
671 547.9443581 4906.344196 / 0.339805461633032 -1.30502159530846 -1.27341543680891 0.0813889450822723
672 548.9520584 4906.835636 / 1.34426476099163 -1.30502159530846 -1.27181342491803 0.0813889450822723
673 566.4834885 4906.786721 / -0.430888842709624 -0.859951952780364 -0.164816783312298 0.0813889450822723
674 567.7839776 4906.413156 / -0.665132594232998 -0.859951952780364 -0.290034064775636 0.0813889450822723
675 568.7348318 4907.245562 / -0.291797156278166 -0.859951952780364 -0.164816783312298 0.0813889450822723
676 573.8896192 4907.683581 / -0.175919987711562 0.0301873322758182 1.89525965200809 0.0813889450822723
677 575.1724804 4907.647991 / 0.472869428539335 0.0301873322758182 1.89525965200809 0.0813889450822723
678 576.7448638 4906.974833 / -0.926785833149764 1.18736840284886 -0.503217318112249 0.0813889450822723
679 523.4096181 4901.341759 / -0.788804140870348 -0.147840524735418 1.76692255823263 0.0813889450822723
680 525.3243883 4901.37676 / -0.91580246273177 -0.147840524735418 1.76692255823263 0.0813889450822723
681 542.9557844 4899.532549 / -0.356141759398341 0.0301873322758182 1.5778203378533 0.0813889450822723
682 544.1510165 4897.982403 / -0.594910549735323 0.0301873322758182 1.5778203378533 0.0813889450822723
683 544.7987883 4898.834763 / 0.291934750835 0.0301873322758182 1.5778203378533 0.0813889450822723
684 591.4134884 4899.190859 / -1.39108139868762 1.63243804537695 -0.878508267374497 0.0813889450822723
685 592.4426833 4899.120078 / -0.0358377185560917 1.63243804537695 -0.889999238444134 0.0813889450822723
686 503.6515493 4892.357977 / -0.991128841602746 1.18736840284886 -0.422673829436029 0.0813889450822723
687 504.8349191 4894.64504 / 1.40305214105322 -1.0379798097916 -0.464482364640654 -1.88908025164642
688 505.7611063 4894.628682 / 0.758549090887782 -1.0379798097916 -0.464482364640654 -1.88908025164642
689 515.7266475 4893.954675 / 1.33506448303886 -0.681924095769128 0.265417195175643 0.0813889450822723
690 517.4249303 4893.523224 / -0.565744940021289 -0.681924095769128 0.265417195175643 0.0813889450822723
691 527.4537443 4894.148954 / 0.286217541246148 -0.592910167263509 1.0150794099527 0.0813889450822723
692 528.5276882 4893.318701 / -1.27691812413972 -0.592910167263509 1.0150794099527 0.0813889450822723
693 529.7479323 4893.846717 / 0.92419555381005 -0.592910167263509 1.0150794099527 0.0813889450822723
694 535.5956474 4895.504282 / -0.393785174140739 -0.592910167263509 0.503047518381415 0.0813889450822723
695 535.783365 4894.29225 / 0.244482741889467 -0.592910167263509 0.503047518381415 0.0813889450822723
696 537.7194799 4895.27944 / -0.308097298671543 -0.592910167263509 0.503047518381415 0.0813889450822723
697 551.4251886 4895.824927 / 2.67393602372072 -0.0588265962298 1.94303539916324 0.0813889450822723
698 552.1745719 4895.723427 / 1.65561825268228 -0.0588265962298 1.94303539916324 0.0813889450822723
699 552.6597926 4895.20112 / 2.56415010254842 -0.0588265962298 1.94303539916324 0.0813889450822723
700 562.7043398 4895.831239 / -1.06092538531329 -0.147840524735418 1.26730296268708 0.0813889450822723
701 564.0304449 4895.34628 / -0.40147631741465 -0.147840524735418 1.26730296268708 0.0813889450822723
702 565.1548079 4895.459095 / -0.580817562825847 -0.147840524735418 1.6012193409885 0.0813889450822723
703 574.911904 4895.690166 / -0.0646512750327714 -0.0588265962298 1.46917566971112 0.0813889450822723
704 575.5106477 4895.179028 / -0.413274792943522 -0.0588265962298 1.46917566971112 0.0813889450822723
705 576.3738379 4896.632039 / 0.392232940914352 -0.0588265962298 1.46917566971112 0.0813889450822723
706 519.9298206 4885.646237 / -0.624841489738354 -1.48304945231969 -1.34134104681086 -1.88908025164642
707 520.8833285 4886.235428 / 1.76652046530127 -1.48304945231969 -1.34134104681086 0.0813889450822723
708 521.8438474 4886.806121 / 2.67655555405676 -1.48304945231969 -1.34134104681086 2.05185814181097
709 528.147321 4883.029391 / 0.156333646298893 -1.39403552381407 -1.34134104681086 0.0813889450822723
710 529.1777376 4883.723408 / -0.685984536289677 -1.39403552381407 -1.34134104681086 0.0813889450822723
711 530.1957672 4882.113562 / 1.28601654559696 -1.39403552381407 -1.34134104681086 0.0813889450822723
712 535.5691128 4883.264093 / 1.8880334346319 -1.39403552381407 -1.34134104681086 0.0813889450822723
713 536.7574627 4882.445674 / 0.132091114481462 -1.39403552381407 -1.34134104681086 0.0813889450822723
714 537.8634855 4881.934333 / 1.98753118285308 -1.39403552381407 -1.34134104681086 0.0813889450822723
715 575.2108972 4882.715436 / -1.14889221626849 1.27638233135447 -0.704597446648947 2.05185814181097
716 576.2267474 4882.875961 / -1.65822362916495 1.27638233135447 -0.68177722227978 2.05185814181097
717 577.3734151 4884.538501 / 1.02894753823769 1.27638233135447 -0.697217615712542 2.05185814181097
718 552.6617419 4878.469052 / -0.698879701048971 1.8994798308938 -0.869471484259301 0.0813889450822723
719 553.3370705 4880.253701 / -0.482941229780046 1.8994798308938 -0.869471484259301 -1.88908025164642
720 512.3070703 4874.670223 / 1.22978373725573 -0.770938024274746 -0.144245876692793 0.0813889450822723
721 513.3447152 4874.083018 / 2.6654875601454 -0.770938024274746 -0.144245876692793 0.0813889450822723
722 514.4601981 4875.078542 / -0.479981013337413 -0.770938024274746 -0.144245876692793 0.0813889450822723
723 527.9015392 4871.917376 / 0.742026513495488 -1.12699373829722 -0.658430462844145 2.05185814181097
724 529.383741 4872.08196 / 1.18009509232594 -1.12699373829722 -0.658430462844145 2.05185814181097
725 530.5319649 4872.088383 / -0.186270936387097 -1.12699373829722 -0.658430462844145 2.05185814181097
726 540.0570149 4870.205574 / -1.00786842941178 -1.21600766680284 -1.04493781418234 0.0813889450822723
727 541.2006623 4870.847818 / -0.618387446059826 -1.21600766680284 -1.04493781418234 0.0813889450822723
728 542.383687 4870.566171 / 0.439207865614813 -1.21600766680284 -1.07081884324697 0.0813889450822723
729 563.5913702 4872.995815 / -0.340555169715643 1.00934054583762 0.0467509782164728 0.0813889450822723
730 564.9973118 4871.245778 / 0.111910744819773 0.475256974803909 1.16347608414691 0.0813889450822723
731 565.8536283 4870.947004 / 0.19643005908431 0.475256974803909 0.776069494775581 0.0813889450822723
732 577.4384562 4873.127859 / 0.245204266285095 1.81046590238818 -0.903638851256922 0.0813889450822723
733 587.3377236 4872.077481 / -1.33535411220894 1.72145197388256 -0.881966259221156 0.0813889450822723
734 588.4700207 4871.99011 / -0.687550012537931 1.72145197388256 -0.839149299134121 0.0813889450822723
735 589.2795957 4872.173733 / -0.774428064711606 1.72145197388256 -0.839149299134121 0.0813889450822723
736 528.8213831 4858.616277 / -0.177072703477991 0.119201260781436 0.670682132306561 0.0813889450822723
737 529.1542791 4858.968593 / -0.433561807324287 0.119201260781436 0.670682132306561 0.0813889450822723
738 531.1259756 4858.162082 / -0.409896134355332 0.119201260781436 0.73076666836162 0.0813889450822723
739 540.5297329 4859.425694 / -1.17521148206529 0.386243046298291 0.597858660399381 0.0813889450822723
740 541.219501 4859.364521 / 1.54524318079437 0.386243046298291 0.597858660399381 0.0813889450822723
741 542.2922564 4858.465602 / -1.39744890832376 0.386243046298291 0.710968078336411 0.0813889450822723
742 552.0354861 4859.072614 / 0.0986134226710638 0.386243046298291 0.658864038666177 0.0813889450822723
743 553.4686896 4858.874073 / -0.53286672222583 0.386243046298291 0.658864038666177 0.0813889450822723
744 554.6445943 4859.11179 / -0.566788704025263 0.386243046298291 0.690036134861041 0.0813889450822723
745 564.3310424 4859.86426 / 0.571630560154374 0.475256974803909 0.860184481789659 -1.88908025164642
746 565.066879 4859.232963 / -0.421354779213857 0.475256974803909 0.674850894913309 -1.88908025164642
747 565.643097 4859.734149 / 0.137680091402803 0.475256974803909 0.674850894913309 -1.88908025164642
748 575.1072294 4861.109688 / -1.35630287335579 0.475256974803909 0.360873419762837 -1.88908025164642
749 576.9372639 4860.547921 / -0.228943395266945 1.00934054583762 -0.453437523098442 0.0813889450822723
750 577.4722371 4860.390633 / -0.470358051054111 1.09835447434324 -0.485909778570567 0.0813889450822723
751 547.082211 4887.600731 / 1.78564481691609 -0.503896238757891 0.702797723859144 0.0813889450822723
752 548.848518 4887.69036 / -0.429889261198494 -0.503896238757891 0.702797723859144 0.0813889450822723
753 549.4331282 4886.959396 / 0.201496924177422 -0.503896238757891 0.637558383715953 0.0813889450822723
754 552.6340223 4848.646351 / 0.465641585883053 0.564270903309528 0.132028837629952 0.0813889450822723
755 553.5172973 4847.650639 / -0.736334383979621 0.564270903309528 0.132028837629952 0.0813889450822723
756 554.6265242 4847.567895 / -0.640639441299832 0.564270903309528 0.158095327985418 0.0813889450822723
757 564.3959457 4848.040683 / 1.14882300477056 0.564270903309528 0.184183049725967 -1.88908025164642
758 565.2557285 4847.90965 / -0.316155228319487 0.564270903309528 0.197006852472306 -1.88908025164642
759 566.3120587 4848.467568 / -0.432677432134781 0.564270903309528 0.197006852472306 -1.88908025164642
760 580.1035427 4848.885609 / -0.875578374945661 1.09835447434324 -0.242621567280962 0.0813889450822723
761 580.9617555 4848.601288 / -0.544113986780832 1.09835447434324 -0.20639757517325 0.0813889450822723
762 582.3823068 4848.938285 / -0.571254016101356 1.09835447434324 -0.20639757517325 0.0813889450822723
763 568.6828064 4841.296573 / 0.443195649998159 0.653284831815146 0.140286160622798 -1.88908025164642
764 569.3752495 4841.175107 / 0.0409116292137676 0.653284831815146 0.196264219565802 -1.88908025164642
765 570.4026652 4841.117216 / -0.118397253510023 0.653284831815146 0.196264219565802 -1.88908025164642
766 564.8307958 4837.149248 / -0.330823933902284 1.00934054583762 -0.296757513290201 -1.88908025164642
767 565.6586367 4836.523435 / -0.804776810828299 1.00934054583762 -0.155168090729508 -1.88908025164642
768 567.1484803 4836.07983 / 0.536119522362487 1.00934054583762 -0.155168090729508 -1.88908025164642
769 572.8200094 4832.459933 / -0.617192136581897 1.09835447434324 0.477586322807124 0.0813889450822723
770 573.4618146 4832.780509 / -0.358664217613912 1.09835447434324 0.477586322807124 0.0813889450822723
771 574.2238256 4832.707829 / 0.24536575539847 1.09835447434324 0.477586322807124 0.0813889450822723
772 585.9048176 4916.180136 / 1.79947578439991 1.54342411687133 -0.913045226479561 2.05185814181097
773 587.1664702 4915.448757 / 1.87608291927274 1.54342411687133 -0.904243097632825 2.05185814181097
774 588.1559004 4915.515046 / 0.769719110465138 1.54342411687133 -0.929989561800474 2.05185814181097
775 505.68903 4906.133883 / 0.428372172780037 1.27638233135447 -0.983301873955971 0.0813889450822723
776 515.829738 4905.818115 / -0.413778622079193 -1.30502159530846 -1.21185083367413 0.0813889450822723
777 516.5356006 4905.988805 / -0.299534774288998 -1.30502159530846 -1.21185083367413 0.0813889450822723
778 517.596426 4905.389993 / -0.0368925854297788 -1.30502159530846 -1.21185083367413 0.0813889450822723
779 539.1217517 4905.488391 / -0.382956164136697 1.18736840284886 -0.757087181185215 0.0813889450822723
780 540.1473004 4905.549031 / -0.447176608891741 1.18736840284886 -0.757087181185215 0.0813889450822723
781 541.1561761 4905.493206 / -0.213339515551116 1.18736840284886 -0.757087181185215 0.0813889450822723
782 546.8017648 4906.446113 / 0.227944671718748 -1.30502159530846 -1.27341543680891 0.0813889450822723
783 547.9854028 4905.804871 / 0.339805461633032 -1.30502159530846 -1.27341543680891 0.0813889450822723
784 548.643348 4907.003952 / 1.34426476099163 -1.30502159530846 -1.27181342491803 0.0813889450822723
785 566.5245562 4906.709268 / -0.430888842709624 -0.859951952780364 -0.164816783312298 0.0813889450822723
786 567.6170096 4906.221694 / -0.665132594232998 -0.859951952780364 -0.290034064775636 0.0813889450822723
787 568.3375663 4907.641866 / -0.291797156278166 -0.859951952780364 -0.164816783312298 0.0813889450822723
788 573.8584286 4907.23221 / -0.175919987711562 0.0301873322758182 1.89525965200809 0.0813889450822723
789 574.9237656 4908.089826 / 0.472869428539335 0.0301873322758182 1.89525965200809 0.0813889450822723
790 576.7535999 4906.82852 / -0.926785833149764 1.18736840284886 -0.503217318112249 0.0813889450822723
791 523.4533521 4901.120433 / -0.788804140870348 -0.147840524735418 1.76692255823263 0.0813889450822723
792 525.3865174 4901.265704 / -0.91580246273177 -0.147840524735418 1.76692255823263 0.0813889450822723
793 543.1063076 4900.063933 / -0.356141759398341 0.0301873322758182 1.5778203378533 0.0813889450822723
794 544.0255333 4898.247035 / -0.594910549735323 0.0301873322758182 1.5778203378533 0.0813889450822723
795 544.8438115 4898.743321 / 0.291934750835 0.0301873322758182 1.5778203378533 0.0813889450822723
796 592.3330365 4899.482259 / -0.0358377185560917 1.63243804537695 -0.889999238444134 0.0813889450822723
797 503.7757711 4892.327058 / -0.991128841602746 1.18736840284886 -0.422673829436029 0.0813889450822723
798 504.8669754 4894.944958 / 1.40305214105322 -1.0379798097916 -0.464482364640654 -1.88908025164642
799 505.623855 4894.520157 / 0.758549090887782 -1.0379798097916 -0.464482364640654 -1.88908025164642
800 515.403316 4893.933138 / 1.33506448303886 -0.681924095769128 0.165561016803363 0.0813889450822723
801 517.2751998 4893.726535 / -0.565744940021289 -0.681924095769128 0.265417195175643 0.0813889450822723
802 527.6094016 4893.996658 / 0.286217541246148 -0.592910167263509 1.0150794099527 0.0813889450822723
803 530.0597274 4894.128821 / 0.92419555381005 -0.592910167263509 1.0150794099527 0.0813889450822723
804 535.4919086 4895.570921 / -0.393785174140739 -0.592910167263509 0.503047518381415 0.0813889450822723
805 535.8341425 4894.417153 / 0.244482741889467 -0.592910167263509 0.503047518381415 0.0813889450822723
806 537.7167646 4895.251434 / -0.308097298671543 -0.592910167263509 0.503047518381415 0.0813889450822723
807 551.1633861 4895.39456 / 2.67393602372072 -0.0588265962298 1.94303539916324 0.0813889450822723
808 552.4482187 4895.651407 / 1.65561825268228 -0.0588265962298 1.94303539916324 0.0813889450822723
809 553.1200388 4895.148066 / 2.56415010254842 -0.0588265962298 1.94303539916324 0.0813889450822723
810 562.6779281 4895.802661 / -1.06092538531329 -0.147840524735418 1.26730296268708 0.0813889450822723
811 563.5979841 4895.548245 / -0.40147631741465 -0.147840524735418 1.26730296268708 0.0813889450822723
812 565.2563246 4895.342133 / -0.580817562825847 -0.147840524735418 1.6012193409885 0.0813889450822723
813 575.1504573 4895.546258 / -0.0646512750327714 -0.0588265962298 1.46917566971112 0.0813889450822723
814 575.7813324 4894.753351 / -0.413274792943522 -0.0588265962298 1.46917566971112 0.0813889450822723
815 576.5267346 4896.400203 / 0.392232940914352 -0.0588265962298 1.46774975688368 0.0813889450822723
816 519.9773768 4885.240305 / -0.624841489738354 -1.48304945231969 -1.34134104681086 -1.88908025164642
817 521.3109843 4886.541134 / 1.76652046530127 -1.48304945231969 -1.34134104681086 0.0813889450822723
818 521.7379802 4886.744014 / 2.67655555405676 -1.48304945231969 -1.34134104681086 2.05185814181097
819 527.814825 4883.315211 / 0.156333646298893 -1.39403552381407 -1.34134104681086 0.0813889450822723
820 528.8397171 4883.769681 / -0.685984536289677 -1.39403552381407 -1.34134104681086 0.0813889450822723
821 530.1120807 4882.12051 / 1.28601654559696 -1.39403552381407 -1.34134104681086 0.0813889450822723
822 535.6200462 4882.770204 / 1.8880334346319 -1.39403552381407 -1.34134104681086 0.0813889450822723
823 536.7224351 4882.137806 / 0.132091114481462 -1.39403552381407 -1.34134104681086 0.0813889450822723
824 538.0872513 4882.362255 / 1.98753118285308 -1.39403552381407 -1.34134104681086 0.0813889450822723
825 577.300762 4884.645846 / 1.02894753823769 1.27638233135447 -0.697217615712542 2.05185814181097
