# V1 V2 V3 V4 V5 V6
McK19 D82522 1 574.765313104655 4892.33497264871 FALSE
McK19 D82522 1 574.68457265638 4892.56983476644 FALSE
McK19 D82522 1 574.78075584106 4892.64488998226 FALSE
McK19 D82522 1 574.848811230149 4892.11677248297 FALSE
McK19 D82522 1 572.869992704914 4892.42415461653 FALSE
McK19 D82522 1 572.754595066062 4892.41376682604 FALSE
McK19 D82522 1 574.855403980304 4892.45383859876 FALSE
McK19 D82522 1 574.741634459401 4892.33989098695 FALSE
McK19 D82522 1 577.304627960032 4897.99613578295 FALSE
McK19 D82522 1 576.853700959781 4897.99755756252 FALSE
McK19 D82522 1 576.238374741714 4897.44894622468 FALSE
McK19 D82522 1 575.818326239117 4897.27896885981 FALSE
McK19 D82522 1 577.082276272737 4897.78538432874 FALSE
McK19 D82522 1 575.616442489748 4896.63282120284 FALSE
McK19 D82522 1 577.151941989476 4897.89559180219 FALSE
McK19 D82522 1 577.462878746761 4901.01541159097 FALSE
McK19 D82522 1 577.82825010565 4900.8973542037 FALSE
McK19 D82522 1 576.552873857346 4898.69411588057 FALSE
McK19 D82522 1 578.303245084381 4899.72017013813 FALSE
McK19 D82522 1 579.452238517553 4900.369148964 FALSE
McK19 D82522 1 578.137732350844 4899.50252741587 FALSE
McK19 D82522 1 577.594624313705 4899.50810779608 FALSE
McK19 D82522 1 577.551122343029 4899.60571760193 FALSE
McK19 D82522 1 577.369941735992 4900.25378933142 FALSE
McK19 D82522 1 577.31818679714 4900.32609717588 FALSE
McK19 D82522 1 577.127906625315 4900.39063061846 FALSE
McK19 D82522 1 576.80179337585 4899.78997889624 FALSE
McK19 D82522 1 576.543165659859 4899.69119595359 FALSE
McK19 D82522 1 576.555766357512 4899.5961516278 FALSE
McK19 D82522 1 576.43956319282 4899.66804720661 FALSE
McK19 D82522 1 575.392851055174 4897.81357234757 FALSE
McK19 D82522 1 575.745502094881 4896.8966646578 FALSE
McK19 D82522 1 576.271962128898 4897.53500745731 FALSE
McK19 D82522 1 580.33323641927 4899.39226626513 FALSE
McK19 D82522 1 579.888320115855 4899.50529572472 FALSE
McK19 D82522 1 580.256293808279 4899.40983148705 FALSE
McK19 D82522 1 579.996840680103 4898.49952610628 FALSE
McK19 D82522 1 577.154293152768 4897.98226818904 FALSE
McK19 D82532 1 532.441393236104 4908.35842827304 FALSE
McK19 D82532 1 531.626232934731 4907.35573163622 FALSE
McK19 D82532 1 531.542699315554 4908.06658584613 FALSE
McK19 D82532 1 531.259932986009 4907.92058365497 FALSE
McK19 D82532 1 530.294460435757 4908.60865738301 FALSE
McK19 D82532 1 530.74714615835 4908.81154220852 FALSE
McK19 D82532 1 531.389360174837 4907.05763815069 FALSE
McK19 D82532 1 533.018870093742 4906.85360505323 FALSE
McK19 D82532 1 533.110700346781 4906.64644446327 FALSE
McK19 D82532 1 532.376440776909 4907.584200045 FALSE
McK19 D82532 1 532.377593946108 4907.56066856981 FALSE
McK19 D82532 1 532.140322127834 4907.32948025486 FALSE
McK19 D82532 1 532.044406171353 4907.45103849403 FALSE
McK19 D82532 1 533.042778227557 4907.6762170056 FALSE
McK19 D82532 1 532.933458841012 4907.88386820454 FALSE
McK19 D82532 1 533.17496076917 4908.02778976405 FALSE
McK19 D82532 1 533.067447439037 4908.01894767087 FALSE
McK19 D82532 1 532.783269277509 4907.97145297645 FALSE
McK19 D82532 1 532.994645689543 4907.86433832402 FALSE
McK19 D82532 1 533.051228543565 4908.3754564092 FALSE
McK19 D82532 1 533.100594196492 4908.318223763 FALSE
McK19 D82532 1 533.048711563874 4908.25980131645 FALSE
McK19 D82532 1 533.065104146749 4908.37663734479 FALSE
McK19 D82532 1 533.019731847524 4908.34428452299 FALSE
McK19 D82532 1 533.028205959916 4908.33828473486 FALSE
McK19 D82532 1 533.201279208499 4908.18852972002 FALSE
McK19 D82532 1 532.792959570415 4908.54648078402 FALSE
McK19 D82532 1 533.727956389984 4908.89187868101 FALSE
McK19 D82532 1 533.090505215038 4908.32976913957 FALSE
McK19 D82532 1 532.829237159005 4908.46394375472 FALSE
McK19 D82532 1 531.538838927802 4907.47166239754 FALSE
McK19 D82532 1 529.277641296737 4910.98023332595 FALSE
McK19 D82532 1 529.594337438225 4910.51652570904 FALSE
McK19 D82532 1 530.966932545006 4908.77425823435 FALSE
McK19 D82532 1 532.913357352035 4906.71591561018 FALSE
McK19 D82533 1 538.064201420783 4900.94526313049 FALSE
McK19 D82533 1 540.256826042005 4901.66318512513 FALSE
McK19 D82533 1 540.472539308339 4901.49252202189 FALSE
McK19 D82533 1 540.490968388046 4901.50948632501 FALSE
McK19 D82533 1 540.094269858464 4901.23823972162 FALSE
McK19 D82533 1 540.978086148699 4900.97462262456 FALSE
McK19 D82533 1 541.279689993828 4901.22041951426 FALSE
McK19 D82533 1 542.304182943954 4899.60327792183 FALSE
McK19 D82533 1 545.023913364634 4897.49030891127 FALSE
McK19 D82533 1 544.983842329499 4897.95628261269 FALSE
McK19 D82533 1 539.875351704531 4899.91293199791 FALSE
McK19 D82533 1 540.173272357237 4900.00453463691 FALSE
McK19 D82533 1 539.907476432798 4900.06669138595 FALSE
McK19 D82533 1 539.765619728396 4900.17921658024 FALSE
McK19 D82533 1 539.932625935599 4901.14734672324 FALSE
McK19 D82533 1 538.033981332407 4900.48696293825 FALSE
McK19 D82533 1 538.178916247514 4900.55502926734 FALSE
McK19 D82533 1 538.290485423077 4900.83115049851 FALSE
McK19 D82533 1 538.020334679448 4900.67472550835 FALSE
McK19 D82533 1 538.989638611695 4901.72025675283 FALSE
McK19 D82533 1 544.093434111616 4901.43919096902 FALSE
McK19 D82533 1 543.895486844826 4902.92686539297 FALSE
McK19 D82533 1 543.010654177242 4903.2542621243 FALSE
McK19 D82533 1 543.221335570089 4903.34994370291 FALSE
McK19 D82533 1 543.672144067985 4902.81805942247 FALSE
McK19 D82533 1 544.140976101039 4902.04318781354 FALSE
McK19 D82533 1 544.101921986872 4901.83477526885 FALSE
McK19 D82533 1 544.129201621063 4902.06008123954 FALSE
McK19 D82533 1 544.134159607905 4902.10130246187 FALSE
McK19 D82533 1 543.716930059006 4900.13245745549 FALSE
McK19 D82533 1 541.503058042451 4901.34371592503 FALSE
McK19 D82533 1 543.222229080037 4900.76506345761 FALSE
McK19 D82533 1 543.197640153073 4900.85858435978 FALSE
