OBJECTID,Transect,Elevation,UTM_X,UTM_Y,Date,,,,,
5637,MC18T2,733,520897.2052,4885871.046,5/13/2019,9:22:00,0:00:00,22,12:00 AM,1
5638,MC18T2,770,520883.3134,4885912.321,5/13/2019,9:23:00,0:00:00,23,12:00 AM,1
5639,MC18T2,768,520869.8016,4885959.927,5/13/2019,9:24:00,0:00:00,24,12:00 AM,1
5640,MC18T2,770,520861.4543,4885993.667,5/13/2019,9:25:00,0:00:00,25,12:00 AM,1
5641,MC18T2,766,520874.6324,4886051.244,5/13/2019,9:26:00,0:00:00,26,12:00 AM,1
5642,MC18T2,771,520862.9469,4886103.299,5/13/2019,9:27:00,0:00:00,27,12:00 AM,1
5643,MC18T2,779,520887.7063,4886141.586,5/13/2019,9:28:00,0:00:00,28,12:00 AM,1
5644,MC18T2,784,520891.3997,4886187.804,5/13/2019,9:29:00,0:00:00,29,12:00 AM,1
5645,MC18T2,782,520883.3285,4886235.428,5/13/2019,9:30:00,0:00:00,30,12:00 AM,1
5646,MC18T2,784,520909.2836,4886274.829,5/13/2019,9:31:00,0:00:00,31,12:00 AM,1
5647,MC18T2,781,520932.8512,4886310.225,5/13/2019,9:32:00,0:00:00,32,12:00 AM,1
5648,MC18T2,779,520963.1463,4886343.198,5/13/2019,9:32:00,0:00:00,32,12:00 AM,0
5649,MC18T2,777,521009.0712,4886366.67,5/13/2019,9:33:00,0:00:00,33,12:00 AM,1
5650,MC18T2,781,521060.8751,4886377.832,5/13/2019,9:34:00,0:00:00,34,12:00 AM,1
5651,MC18T2,776,521097.509,4886404.606,5/13/2019,9:35:00,0:00:00,35,12:00 AM,1
5652,MC18T2,796,521145.0893,4886410.534,5/13/2019,9:36:00,0:00:00,36,12:00 AM,1
5653,MC18T2,797,521180.978,4886444.971,5/13/2019,9:37:00,0:00:00,37,12:00 AM,1
5654,MC18T2,796,521227.8906,4886484.219,5/13/2019,9:38:00,0:00:00,38,12:00 AM,1
5655,MC18T2,796,521234.5896,4886490.683,5/13/2019,9:39:00,0:00:00,39,12:00 AM,1
5656,MC18T2,790,521273.2791,4886524.574,5/13/2019,9:39:00,0:00:00,39,12:00 AM,0
5657,MC18T2,793,521297.3568,4886549.754,5/13/2019,9:40:00,0:00:00,40,12:00 AM,1
5658,MC18T2,766,521302.5437,4886553.769,5/13/2019,9:41:00,0:00:00,41,12:00 AM,1
5659,MC18T2,776,521303.3368,4886555.882,5/13/2019,9:43:00,0:00:00,43,12:00 AM,2
5660,MC18T2,782,521308.204,4886559.785,5/13/2019,9:44:00,0:00:00,44,12:00 AM,1
5661,MC18T2,783,521310.9843,4886541.134,5/13/2019,9:45:00,0:00:00,45,12:00 AM,1
5662,MC18T2,786,521255.5822,4886480.421,5/13/2019,9:46:00,0:00:00,46,12:00 AM,1
5663,MC18T2,787,521191.0064,4886436.117,5/13/2019,9:47:00,0:00:00,47,12:00 AM,1
5664,MC18T2,790,521125.9207,4886375.93,5/13/2019,9:48:00,0:00:00,48,12:00 AM,1
5665,MC18T2,789,521088.6471,4886349.042,5/13/2019,9:49:00,0:00:00,49,12:00 AM,1
5666,MC18T2,789,521062.9376,4886333.298,5/13/2019,9:49:00,0:00:00,49,12:00 AM,0
5667,MC18T2,777,520997.8621,4886269.224,5/13/2019,9:50:00,0:00:00,50,12:00 AM,1
5668,MC18T2,776,520928.8486,4886235.572,5/13/2019,9:51:00,0:00:00,51,12:00 AM,1
5669,MC18T2,780,520912.3769,4886157.325,5/13/2019,9:52:00,0:00:00,52,12:00 AM,1
5670,MC18T2,766,520901.8021,4886086.317,5/13/2019,9:53:00,0:00:00,53,12:00 AM,1
5671,MC18T2,767,520919.7543,4886000.849,5/13/2019,9:54:00,0:00:00,54,12:00 AM,1
5672,MC18T2,781,520874.4517,4885956.832,5/13/2019,9:55:00,0:00:00,55,12:00 AM,1
5673,MC18T2,777,520863.978,4885904.151,5/13/2019,9:56:00,0:00:00,56,12:00 AM,1
5674,MC18T2,772,520877.7609,4885871.984,5/13/2019,9:57:00,0:00:00,57,12:00 AM,1
5675,MC18T2,760,520893.0467,4885820.051,5/13/2019,9:58:00,0:00:00,58,12:00 AM,1
5676,MC18T2,756,520891.8974,4885804.053,5/13/2019,9:59:00,0:00:00,59,12:00 AM,1
5677,MC18T2,757,520893.1155,4885798.393,5/13/2019,9:59:00,0:00:00,59,12:00 AM,0
5678,MC18T2,757,520876.9454,4885750.692,5/13/2019,10:00:00,0:00:00,0,12:00 AM,-59
5679,MC18T2,786,520855.2721,4885722.744,5/13/2019,10:01:00,0:00:00,1,12:00 AM,1
5680,MC18T2,782,520831.5192,4885669.243,5/13/2019,10:02:00,0:00:00,2,12:00 AM,1
5681,MC18T2,728,520815.6811,4885592.221,5/13/2019,10:03:00,0:00:00,3,12:00 AM,1
5682,MC18T2,704,520787.6193,4885560.144,5/13/2019,10:04:00,0:00:00,4,12:00 AM,1
5683,MC18T2,704,520787.0561,4885561.142,5/13/2019,10:05:00,0:00:00,5,12:00 AM,1
5684,MC18T2,707,520743.5988,4885514.244,5/13/2019,10:06:00,0:00:00,6,12:00 AM,1
5685,MC18T2,700,520764.1224,4885501.202,5/13/2019,10:07:00,0:00:00,7,12:00 AM,1
5686,MC18T2,698,520780.6299,4885493.146,5/13/2019,10:08:00,0:00:00,8,12:00 AM,1
5687,MC18T2,694,520781.1127,4885492.259,5/13/2019,10:09:00,0:00:00,9,12:00 AM,1
5688,MC18T2,693,520784.3814,4885445.286,5/13/2019,10:09:00,0:00:00,9,12:00 AM,0
5689,MC18T2,611,520766.9223,4885425.238,5/13/2019,10:10:00,0:00:00,10,12:00 AM,1
5690,MC18T2,663,520758.4831,4885386.558,5/13/2019,10:11:00,0:00:00,11,12:00 AM,1
5691,MC18T2,679,520721.2461,4885371.224,5/13/2019,10:12:00,0:00:00,12,12:00 AM,1
5692,MC18T2,678,520710.6871,4885344.978,5/13/2019,10:13:00,0:00:00,13,12:00 AM,1
5693,MC18T2,683,520750.2039,4885322.444,5/13/2019,10:14:00,0:00:00,14,12:00 AM,1
5694,MC18T2,688,520795.8552,4885283.047,5/13/2019,10:15:00,0:00:00,15,12:00 AM,1
5695,MC18T2,700,520844.8842,4885213.116,5/13/2019,10:16:00,0:00:00,16,12:00 AM,1
5696,MC18T2,689,520933.5733,4885177.188,5/13/2019,10:17:00,0:00:00,17,12:00 AM,1
5697,MC18T2,686,520945.2598,4885175.781,5/13/2019,10:17:00,0:00:00,17,12:00 AM,0
5472,MC18T3,636,521938.5843,4885814.789,5/13/2019,6:14:00,0:00:00,14,12:00 AM,-3
5473,MC18T3,637.8,521938.9861,4885814.235,5/13/2019,6:15:00,0:00:00,15,12:00 AM,1
5474,MC18T3,637,521938.8254,4885814.456,5/13/2019,6:15:00,0:00:00,15,12:00 AM,0
5475,MC18T3,633,521925.3874,4885813.523,5/13/2019,6:15:00,0:00:00,15,12:00 AM,0
5476,MC18T3,639,521920.6939,4885829.501,5/13/2019,6:16:00,0:00:00,16,12:00 AM,1
5477,MC18T3,649,521918.5934,4885835.603,5/13/2019,6:17:00,0:00:00,17,12:00 AM,1
5478,MC18T3,651,521878.5963,4885857.907,5/13/2019,6:18:00,0:00:00,18,12:00 AM,1
5479,MC18T3,658,521870.8207,4885862.435,5/13/2019,6:19:00,0:00:00,19,12:00 AM,1
5480,MC18T3,666,521864.8173,4885911.509,5/13/2019,6:20:00,0:00:00,20,12:00 AM,1
5481,MC18T3,661,521837.3103,4885931.188,5/13/2019,6:21:00,0:00:00,21,12:00 AM,1
5482,MC18T3,668,521824.3766,4885947.139,5/13/2019,6:22:00,0:00:00,22,12:00 AM,1
5483,MC18T3,672,521800.6301,4885966.831,5/13/2019,6:23:00,0:00:00,23,12:00 AM,1
5484,MC18T3,672,521782.939,4885969.883,5/13/2019,6:24:00,0:00:00,24,12:00 AM,1
5485,MC18T3,669,521782.5383,4885970.104,5/13/2019,6:25:00,0:00:00,25,12:00 AM,1
5486,MC18T3,669.95,521783.9031,4885968.664,5/13/2019,6:25:00,0:00:00,25,12:00 AM,0
5487,MC18T3,668,521776.5137,4885977.415,5/13/2019,6:25:00,0:00:00,25,12:00 AM,0
5488,MC18T3,673,521783.7373,4886018.757,5/13/2019,6:26:00,0:00:00,26,12:00 AM,1
5489,MC18T3,675,521781.0813,4886047.738,5/13/2019,6:27:00,0:00:00,27,12:00 AM,1
5490,MC18T3,672,521785.3857,4886052.528,5/13/2019,6:28:00,0:00:00,28,12:00 AM,1
5491,MC18T3,670,521784.6623,4886053.525,5/13/2019,6:29:00,0:00:00,29,12:00 AM,1
5492,MC18T3,669,521788.4826,4886059.536,5/13/2019,6:30:00,0:00:00,30,12:00 AM,1
5493,MC18T3,672,521786.4935,4886080.411,5/13/2019,6:31:00,0:00:00,31,12:00 AM,1
5494,MC18T3,668,521786.3198,4886084.52,5/13/2019,6:33:00,0:00:00,33,12:00 AM,2
5495,MC18T3,669,521800.2851,4886119.332,5/13/2019,6:34:00,0:00:00,34,12:00 AM,1
5496,MC18T3,667.8,521802.1985,4886121.337,5/13/2019,6:35:00,0:00:00,35,12:00 AM,1
5497,MC18T3,669,521801.6389,4886121.224,5/13/2019,6:35:00,0:00:00,35,12:00 AM,0
5498,MC18T3,669,521804.0294,4886124.12,5/13/2019,6:35:00,0:00:00,35,12:00 AM,0
5499,MC18T3,668,521808.4145,4886152.791,5/13/2019,6:36:00,0:00:00,36,12:00 AM,1
5500,MC18T3,670,521809.9565,4886194.448,5/13/2019,6:37:00,0:00:00,37,12:00 AM,1
5501,MC18T3,672,521801.6098,4886226.631,5/13/2019,6:38:00,0:00:00,38,12:00 AM,1
5502,MC18T3,673,521799.5029,4886234.732,5/13/2019,6:39:00,0:00:00,39,12:00 AM,1
5503,MC18T3,674,521796.5038,4886270.71,5/13/2019,6:40:00,0:00:00,40,12:00 AM,1
5504,MC18T3,677,521791.908,4886305.682,5/13/2019,6:41:00,0:00:00,41,12:00 AM,1
5505,MC18T3,679,521770.3932,4886328.269,5/13/2019,6:42:00,0:00:00,42,12:00 AM,1
5506,MC18T3,679,521751.28,4886350.42,5/13/2019,6:43:00,0:00:00,43,12:00 AM,1
5507,MC18T3,678,521752.8484,4886384.191,5/13/2019,6:44:00,0:00:00,44,12:00 AM,1
5508,MC18T3,679,521747.5432,4886391.838,5/13/2019,6:45:00,0:00:00,45,12:00 AM,1
5509,MC18T3,678.54,521748.1039,4886391.618,5/13/2019,6:45:00,0:00:00,45,12:00 AM,0
5510,MC18T3,678,521723.222,4886416.526,5/13/2019,6:45:00,0:00:00,45,12:00 AM,0
5511,MC18T3,708,521744.4383,4886435.701,5/13/2019,6:46:00,0:00:00,46,12:00 AM,1
5512,MC18T3,696,521754.583,4886440.288,5/13/2019,6:47:00,0:00:00,47,12:00 AM,1
5513,MC18T3,708,521752.1658,4886445.501,5/13/2019,6:48:00,0:00:00,48,12:00 AM,1
5514,MC18T3,708,521767.8199,4886477.43,5/13/2019,6:49:00,0:00:00,49,12:00 AM,1
5515,MC18T3,708,521773.2475,4886505.327,5/13/2019,6:50:00,0:00:00,50,12:00 AM,1
5516,MC18T3,707,521759.7808,4886537.715,5/13/2019,6:51:00,0:00:00,51,12:00 AM,1
5517,MC18T3,699,521745.9671,4886554.108,5/13/2019,6:52:00,0:00:00,52,12:00 AM,1
5518,MC18T3,692,521737.9796,4886574.63,5/13/2019,6:53:00,0:00:00,53,12:00 AM,1
5519,MC18T3,702,521749.0807,4886604.434,5/13/2019,6:54:00,0:00:00,54,12:00 AM,1
5520,MC18T3,697.9,521747.3516,4886619.312,5/13/2019,6:55:00,0:00:00,55,12:00 AM,1
5521,MC18T3,699,521746.7913,4886619.421,5/13/2019,6:55:00,0:00:00,55,12:00 AM,0
5522,MC18T3,694,521747.8224,4886622.09,5/13/2019,6:55:00,0:00:00,55,12:00 AM,0
5523,MC18T3,697,521742.571,4886637.734,5/13/2019,6:56:00,0:00:00,56,12:00 AM,1
5524,MC18T3,691,521741.7699,4886638.065,5/13/2019,6:57:00,0:00:00,57,12:00 AM,1
5525,MC18T3,695,521749.0385,4886665.634,5/13/2019,6:58:00,0:00:00,58,12:00 AM,1
5526,MC18T3,700,521764.8635,4886694.121,5/13/2019,6:59:00,0:00:00,59,12:00 AM,1
5527,MC18T3,706,521773.3776,4886732.025,5/13/2019,7:00:00,0:00:00,0,12:00 AM,-59
5528,MC18T3,706,521792.9661,4886759.302,5/13/2019,7:01:00,0:00:00,1,12:00 AM,1
5529,MC18T3,708,521800.7042,4886765.77,5/13/2019,7:02:00,0:00:00,2,12:00 AM,1
5530,MC18T3,707,521834.4881,4886781.987,5/13/2019,7:03:00,0:00:00,3,12:00 AM,1
5531,MC18T3,707,521843.8474,4886806.121,5/13/2019,7:04:00,0:00:00,4,12:00 AM,1
5532,MC18T3,717.3,521849.737,4886815.137,5/13/2019,7:05:00,0:00:00,5,12:00 AM,1
5533,MC18T3,717,521848.0568,4886815.243,5/13/2019,7:05:00,0:00:00,5,12:00 AM,0
5534,MC18T3,711,521847.7346,4886815.908,5/13/2019,7:05:00,0:00:00,5,12:00 AM,0
5535,MC18T3,709,521848.2105,4886817.131,5/13/2019,7:06:00,0:00:00,6,12:00 AM,1
5536,MC18T3,710,521844.2632,4886825.449,5/13/2019,7:07:00,0:00:00,7,12:00 AM,1
5537,MC18T3,711,521848.3539,4886846.233,5/13/2019,7:08:00,0:00:00,8,12:00 AM,1
5538,MC18T3,708,521840.8854,4886854.982,5/13/2019,7:09:00,0:00:00,9,12:00 AM,1
5539,MC18T3,716,521837.7952,4886870.189,5/13/2019,7:10:00,0:00:00,10,12:00 AM,1
5540,MC18T3,724,521837.1759,4886888.069,5/13/2019,7:11:00,0:00:00,11,12:00 AM,1
5541,MC18T3,721,521837.2482,4886914.505,5/13/2019,7:12:00,0:00:00,12,12:00 AM,1
5542,MC18T3,727,521828.0953,4886948.796,5/13/2019,7:13:00,0:00:00,13,12:00 AM,1
5543,MC18T3,731,521829.8504,4886974.348,5/13/2019,7:14:00,0:00:00,14,12:00 AM,1
5544,MC18T3,730.26,521838.9561,4886978.377,5/13/2019,7:15:00,0:00:00,15,12:00 AM,1
5545,MC18T3,731,521837.273,4886979.371,5/13/2019,7:15:00,0:00:00,15,12:00 AM,0
5546,MC18T3,725,521838.4688,4886980.596,5/13/2019,7:15:00,0:00:00,15,12:00 AM,0
5547,MC18T3,731,521852.6368,4887001.858,5/13/2019,7:16:00,0:00:00,16,12:00 AM,1
5548,MC18T3,732,521866.5013,4887018.121,5/13/2019,7:17:00,0:00:00,17,12:00 AM,1
5549,MC18T3,724,521859.555,4887038.313,5/13/2019,7:18:00,0:00:00,18,12:00 AM,1
5550,MC18T3,737,521860.3508,4887039.537,5/13/2019,7:19:00,0:00:00,19,12:00 AM,1
5551,MC18T3,738,521858.8295,4887039.976,5/13/2019,7:22:00,0:00:00,22,12:00 AM,3
5552,MC18T3,735,521858.7496,4887015.874,5/13/2019,7:23:00,0:00:00,23,12:00 AM,1
5553,MC18T3,728,521846.9099,4886967.962,5/13/2019,7:24:00,0:00:00,24,12:00 AM,1
5554,MC18T3,725.94,521845.8269,4886956.852,5/13/2019,7:25:00,0:00:00,25,12:00 AM,1
5555,MC18T3,726,521845.1847,4886957.516,5/13/2019,7:25:00,0:00:00,25,12:00 AM,0
5556,MC18T3,729,521836.8663,4886933.164,5/13/2019,7:25:00,0:00:00,25,12:00 AM,0
5557,MC18T3,731,521824.0588,4886911.684,5/13/2019,7:26:00,0:00:00,26,12:00 AM,1
5558,MC18T3,730,521808.5174,4886894.417,5/13/2019,7:27:00,0:00:00,27,12:00 AM,1
5559,MC18T3,723,521798.9694,4886878.946,5/13/2019,7:28:00,0:00:00,28,12:00 AM,1
5560,MC18T3,719,521799.0334,4886859.62,5/13/2019,7:29:00,0:00:00,29,12:00 AM,1
5561,MC18T3,719,521800.3374,4886828.191,5/13/2019,7:30:00,0:00:00,30,12:00 AM,1
5562,MC18T3,717,521789.0424,4886808.827,5/13/2019,7:31:00,0:00:00,31,12:00 AM,1
5563,MC18T3,718,521790.8442,4886796.171,5/13/2019,7:32:00,0:00:00,32,12:00 AM,1
5564,MC18T3,715,521737.9802,4886744.014,5/13/2019,7:33:00,0:00:00,33,12:00 AM,1
5565,MC18T3,720,521678.3852,4886695.057,5/13/2019,7:34:00,0:00:00,34,12:00 AM,1
5566,MC18T3,712.99,521664.7997,4886666.578,5/13/2019,7:35:00,0:00:00,35,12:00 AM,1
5567,MC18T3,712,521663.0398,4886666.572,5/13/2019,7:35:00,0:00:00,35,12:00 AM,0
5568,MC18T3,708,521658.5547,4886619.574,5/13/2019,7:35:00,0:00:00,35,12:00 AM,0
5569,MC18T3,706,521691.0338,4886546.596,5/13/2019,7:36:00,0:00:00,36,12:00 AM,1
5570,MC18T3,709,521752.623,4886500.816,5/13/2019,7:37:00,0:00:00,37,12:00 AM,1
5571,MC18T3,714,521828.094,4886466.745,5/13/2019,7:38:00,0:00:00,38,12:00 AM,1
5572,MC18T3,692,521886.5111,4886509.368,5/13/2019,7:39:00,0:00:00,39,12:00 AM,1
5573,MC18T3,690,521948.9905,4886557.004,5/13/2019,7:40:00,0:00:00,40,12:00 AM,1
5574,MC18T3,688,522025.4264,4886545.485,5/13/2019,7:41:00,0:00:00,41,12:00 AM,1
5575,MC18T3,691,522064.9131,4886507.298,5/13/2019,7:42:00,0:00:00,42,12:00 AM,1
5576,MC18T3,684,522126.246,4886491.065,5/13/2019,7:43:00,0:00:00,43,12:00 AM,1
5577,MC18T3,672,522198.522,4886479.868,5/13/2019,7:44:00,0:00:00,44,12:00 AM,1
5578,MC18T3,667.8,522213.009,4886477.695,5/13/2019,7:45:00,0:00:00,45,12:00 AM,1
5579,MC18T3,668,522212.9272,4886478.251,5/13/2019,7:45:00,0:00:00,45,12:00 AM,0
5580,MC18T3,665,522253.7866,4886484.053,5/13/2019,7:45:00,0:00:00,45,12:00 AM,0
5581,MC18T3,658,522303.1813,4886544.31,5/13/2019,7:46:00,0:00:00,46,12:00 AM,1
5582,MC18T3,657,522343.8499,4886606.204,5/13/2019,7:47:00,0:00:00,47,12:00 AM,1
5583,MC18T3,646,522398.5293,4886664.48,5/13/2019,7:48:00,0:00:00,48,12:00 AM,1
5584,MC18T3,641,522480.1501,4886657.206,5/13/2019,7:49:00,0:00:00,49,12:00 AM,1
5585,MC18T3,632,522501.6243,4886600.077,5/13/2019,7:50:00,0:00:00,50,12:00 AM,1
5586,MC18T3,625,522525.8508,4886533.628,5/13/2019,7:51:00,0:00:00,51,12:00 AM,1
5587,MC18T3,623,522570.2443,4886465.138,5/13/2019,7:52:00,0:00:00,52,12:00 AM,1
5588,MC18T3,629,522637.2975,4886414.386,5/13/2019,7:53:00,0:00:00,53,12:00 AM,1
5589,MC18T3,631,522660.1032,4886342.934,5/13/2019,7:54:00,0:00:00,54,12:00 AM,1
5590,MC18T3,627.11,522644.6022,4886290.899,5/13/2019,7:55:00,0:00:00,55,12:00 AM,1
5591,MC18T3,627,522643.9611,4886291.23,5/13/2019,7:55:00,0:00:00,55,12:00 AM,0
5592,MC18T3,626,522631.0032,4886267.306,5/13/2019,7:55:00,0:00:00,55,12:00 AM,0
5593,MC18T3,618,522559.8809,4886221.078,5/13/2019,7:56:00,0:00:00,56,12:00 AM,1
5594,MC18T3,628,522485.3547,4886187.39,5/13/2019,7:57:00,0:00:00,57,12:00 AM,1
5595,MC18T3,626,522421.7444,4886166.514,5/13/2019,7:58:00,0:00:00,58,12:00 AM,1
5596,MC18T3,637,522349.4857,4886195.036,5/13/2019,7:59:00,0:00:00,59,12:00 AM,1
5597,MC18T3,643,522291.3314,4886145.745,5/13/2019,8:00:00,0:00:00,0,12:00 AM,-59
5598,MC18T3,632,522257.0262,4886093.758,5/13/2019,8:01:00,0:00:00,1,12:00 AM,1
5599,MC18T3,657,522186.0885,4886038.872,5/13/2019,8:02:00,0:00:00,2,12:00 AM,1
5600,MC18T3,624,522111.5725,4886000.968,5/13/2019,8:03:00,0:00:00,3,12:00 AM,1
5601,MC18T3,644,522044.2965,4885950.982,5/13/2019,8:04:00,0:00:00,4,12:00 AM,1
5602,MC18T3,642.08,521991.7437,4885947.919,5/13/2019,8:05:00,0:00:00,5,12:00 AM,1
5603,MC18T3,641,521991.343,4885948.139,5/13/2019,8:05:00,0:00:00,5,12:00 AM,0
5604,MC18T3,637,521985.9665,4885929.017,5/13/2019,8:05:00,0:00:00,5,12:00 AM,0
5605,MC18T3,620,521948.0531,4885854.362,5/13/2019,8:06:00,0:00:00,6,12:00 AM,1
5606,MC18T3,629,521943.3997,4885810.251,5/13/2019,8:07:00,0:00:00,7,12:00 AM,1
5607,MC18T3,631,521935.3033,4885815,5/13/2019,8:08:00,0:00:00,8,12:00 AM,1
5608,MC18T3,633.52,521935.4615,4885815.556,5/13/2019,8:08:00,0:00:00,8,12:00 AM,0
5609,MC18T3,633,521934.3403,4885815.885,5/13/2019,8:08:00,0:00:00,8,12:00 AM,0
18084,MC19T1,336.57,528189.5962,4883419.101,5/14/2019,7:36:00,0:00:00,36,12:00 AM,28
18085,MC19T1,336,528188.3962,4883418.985,5/14/2019,7:36:00,0:00:00,36,12:00 AM,0
18086,MC19T1,336,528188.7954,4883419.209,5/14/2019,7:36:00,0:00:00,36,12:00 AM,0
18087,MC19T1,346,528153.5287,4883393.622,5/14/2019,7:37:00,0:00:00,37,12:00 AM,1
18088,MC19T1,351,528135.7592,4883375.22,5/14/2019,7:38:00,0:00:00,38,12:00 AM,1
18089,MC19T1,352,528136.6454,4883355.119,5/14/2019,7:39:00,0:00:00,39,12:00 AM,1
18090,MC19T1,359,528112.6835,4883343.577,5/14/2019,7:40:00,0:00:00,40,12:00 AM,1
18091,MC19T1,374,528073.5593,4883340.3,5/14/2019,7:41:00,0:00:00,41,12:00 AM,1
18092,MC19T1,362,528026.8487,4883332.992,5/14/2019,7:42:00,0:00:00,42,12:00 AM,1
18093,MC19T1,366,528032.8401,4883298.03,5/14/2019,7:43:00,0:00:00,43,12:00 AM,1
18094,MC19T1,365,528057.3067,4883228.715,5/14/2019,7:44:00,0:00:00,44,12:00 AM,1
18095,MC19T1,367,528102.038,4883174.813,5/14/2019,7:45:00,0:00:00,45,12:00 AM,1
18096,MC19T1,367.77,528137.6357,4883123.206,5/14/2019,7:46:00,0:00:00,46,12:00 AM,1
18097,MC19T1,366,528136.3839,4883135.196,5/14/2019,7:46:00,0:00:00,46,12:00 AM,0
18098,MC19T1,368,528137.3103,4883124.426,5/14/2019,7:46:00,0:00:00,46,12:00 AM,0
18099,MC19T1,373,528143.9907,4883078.249,5/14/2019,7:47:00,0:00:00,47,12:00 AM,1
18100,MC19T1,381,528156.833,4883013.66,5/14/2019,7:48:00,0:00:00,48,12:00 AM,1
18101,MC19T1,378,528166.1162,4883014.033,5/14/2019,7:48:00,0:00:00,48,12:00 AM,0
18102,MC19T1,382,528199.8705,4883000.737,5/14/2019,7:49:00,0:00:00,49,12:00 AM,1
18103,MC19T1,386,528203.7413,4882937.887,5/14/2019,7:50:00,0:00:00,50,12:00 AM,1
18104,MC19T1,392,528235.2757,4882901.035,5/14/2019,7:51:00,0:00:00,51,12:00 AM,1
18105,MC19T1,394,528262.8956,4882881.161,5/14/2019,7:52:00,0:00:00,52,12:00 AM,1
18106,MC19T1,387,528260.1665,4882864.266,5/14/2019,7:53:00,0:00:00,53,12:00 AM,1
18107,MC19T1,388,528267.922,4882828.978,5/14/2019,7:54:00,0:00:00,54,12:00 AM,1
18108,MC19T1,383,528291.8824,4882766.659,5/14/2019,7:55:00,0:00:00,55,12:00 AM,1
18109,MC19T1,382.35,528288.6373,4882758.092,5/14/2019,7:56:00,0:00:00,56,12:00 AM,1
18110,MC19T1,382,528288.4734,4882758.98,5/14/2019,7:56:00,0:00:00,56,12:00 AM,0
18111,MC19T1,366,528278.3003,4882798.034,5/14/2019,7:56:00,0:00:00,56,12:00 AM,0
18112,MC19T1,374,528261.834,4882848.723,5/14/2019,7:57:00,0:00:00,57,12:00 AM,1
18113,MC19T1,385,528254.2754,4882875.459,5/14/2019,7:58:00,0:00:00,58,12:00 AM,1
18114,MC19T1,388,528243.5594,4882891.852,5/14/2019,7:59:00,0:00:00,59,12:00 AM,1
18115,MC19T1,398,528199.3108,4882925.761,5/14/2019,8:00:00,0:00:00,0,12:00 AM,-59
18116,MC19T1,410,528184.9111,4882998.785,5/14/2019,8:01:00,0:00:00,1,12:00 AM,1
18117,MC19T1,381,528147.321,4883029.391,5/14/2019,8:02:00,0:00:00,2,12:00 AM,1
18118,MC19T1,378,528146.146,4883023.388,5/14/2019,8:03:00,0:00:00,3,12:00 AM,1
18119,MC19T1,375,528138.0881,4883017.245,5/14/2019,8:04:00,0:00:00,4,12:00 AM,1
18120,MC19T1,363,528125.2069,4883015.968,5/14/2019,8:05:00,0:00:00,5,12:00 AM,1
18121,MC19T1,361.52,528127.6626,4883021.977,5/14/2019,8:06:00,0:00:00,6,12:00 AM,1
18122,MC19T1,362,528127.2595,4883022.641,5/14/2019,8:06:00,0:00:00,6,12:00 AM,0
18123,MC19T1,358,528122.2724,4883028.396,5/14/2019,8:06:00,0:00:00,6,12:00 AM,0
18124,MC19T1,351,528108.7457,4883047.109,5/14/2019,8:07:00,0:00:00,7,12:00 AM,1
18125,MC19T1,349,528087.2029,4883068.676,5/14/2019,8:08:00,0:00:00,8,12:00 AM,1
18126,MC19T1,347,528084.7662,4883076.996,5/14/2019,8:09:00,0:00:00,9,12:00 AM,1
18127,MC19T1,350,528091.2816,4883088.242,5/14/2019,8:10:00,0:00:00,10,12:00 AM,1
18128,MC19T1,355,528094.8549,4883094.922,5/14/2019,8:11:00,0:00:00,11,12:00 AM,1
18129,MC19T1,360,528098.1317,4883133.589,5/14/2019,8:12:00,0:00:00,12,12:00 AM,1
18130,MC19T1,362,528091.0851,4883171.879,5/14/2019,8:13:00,0:00:00,13,12:00 AM,1
18131,MC19T1,367,528090.1313,4883189.091,5/14/2019,8:14:00,0:00:00,14,12:00 AM,1
18132,MC19T1,369,528051.636,4883244.685,5/14/2019,8:15:00,0:00:00,15,12:00 AM,1
18133,MC19T1,363.6,528037.2932,4883286.053,5/14/2019,8:16:00,0:00:00,16,12:00 AM,1
18134,MC19T1,364,528036.9707,4883286.607,5/14/2019,8:16:00,0:00:00,16,12:00 AM,0
18135,MC19T1,362,528024.6946,4883312.546,5/14/2019,8:16:00,0:00:00,16,12:00 AM,0
18136,MC19T1,363,527973.8894,4883345.874,5/14/2019,8:17:00,0:00:00,17,12:00 AM,1
18137,MC19T1,360,527908.9093,4883324.606,5/14/2019,8:18:00,0:00:00,18,12:00 AM,1
18138,MC19T1,364,527875.9664,4883316.913,5/14/2019,8:19:00,0:00:00,19,12:00 AM,1
18139,MC19T1,360,527814.825,4883315.211,5/14/2019,8:20:00,0:00:00,20,12:00 AM,1
18140,MC19T1,364,527787.695,4883352.528,5/14/2019,8:21:00,0:00:00,21,12:00 AM,1
18141,MC19T1,364,527831.5091,4883306.618,5/14/2019,8:22:00,0:00:00,22,12:00 AM,1
18142,MC19T1,362,527878.8562,4883314.926,5/14/2019,8:23:00,0:00:00,23,12:00 AM,1
18143,MC19T1,367,527949.5049,4883339.55,5/14/2019,8:24:00,0:00:00,24,12:00 AM,1
18144,MC19T1,361,528012.1249,4883369.917,5/14/2019,8:25:00,0:00:00,25,12:00 AM,1
18145,MC19T1,355.28,528060.9687,4883364.904,5/14/2019,8:26:00,0:00:00,26,12:00 AM,1
18146,MC19T1,355,528059.8473,4883365.122,5/14/2019,8:26:00,0:00:00,26,12:00 AM,0
18147,MC19T1,354,528077.6966,4883364.864,5/14/2019,8:26:00,0:00:00,26,12:00 AM,0
