OBJECTID,Transect,Elevation,UTM_X,UTM_Y,Date,,,,,
22022,MC01T3,533.56,505990.526,4906382.069,6/13/2019,4:40:00,0:00:00,40,12:00 AM,
22023,MC01T3,534,505989.8873,4906382.735,6/13/2019,4:40:00,0:00:00,40,12:00 AM,0
22024,MC01T3,533,505989.8873,4906382.735,6/13/2019,4:40:00,0:00:00,40,12:00 AM,0
22025,MC01T3,542,505955.4083,4906410.25,6/13/2019,4:41:00,0:00:00,41,12:00 AM,1
22026,MC01T3,550,505922.6895,4906431.769,6/13/2019,4:42:00,0:00:00,42,12:00 AM,1
22027,MC01T3,559,505873.4535,4906462.714,6/13/2019,4:43:00,0:00:00,43,12:00 AM,1
22028,MC01T3,559,505829.4517,4906437.794,6/13/2019,4:44:00,0:00:00,44,12:00 AM,1
22029,MC01T3,568,505800.7872,4906384.897,6/13/2019,4:45:00,0:00:00,45,12:00 AM,1
22030,MC01T3,573,505769.6376,4906345.772,6/13/2019,4:46:00,0:00:00,46,12:00 AM,1
22031,MC01T3,584,505768.6366,4906305.229,6/13/2019,4:47:00,0:00:00,47,12:00 AM,1
22032,MC01T3,579,505733.5804,4906263.767,6/13/2019,4:48:00,0:00:00,48,12:00 AM,1
22033,MC01T3,592,505722.8201,4906256.094,6/13/2019,4:49:00,0:00:00,49,12:00 AM,1
22034,MC01T3,605.77,505687.7724,4906204.303,6/13/2019,4:50:00,0:00:00,50,12:00 AM,1
22035,MC01T3,604,505691.0376,4906209.859,6/13/2019,4:50:00,0:00:00,50,12:00 AM,0
22036,MC01T3,605,505686.8946,4906204.857,6/13/2019,4:50:00,0:00:00,50,12:00 AM,0
22037,MC01T3,611,505688.3642,4906165.761,6/13/2019,4:51:00,0:00:00,51,12:00 AM,1
22038,MC01T3,616,505672.6076,4906124.983,6/13/2019,4:52:00,0:00:00,52,12:00 AM,1
22039,MC01T3,621,505635.5552,4906084.409,6/13/2019,4:53:00,0:00:00,53,12:00 AM,1
22040,MC01T3,622,505624.4431,4906021.531,6/13/2019,4:54:00,0:00:00,54,12:00 AM,1
22041,MC01T3,621,505617.7898,4905967.433,6/13/2019,4:55:00,0:00:00,55,12:00 AM,1
22042,MC01T3,621,505599.8859,4905918.323,6/13/2019,4:56:00,0:00:00,56,12:00 AM,1
22043,MC01T3,625,505592.0237,4905878.441,6/13/2019,4:57:00,0:00:00,57,12:00 AM,1
22044,MC01T3,629,505592.78,4905833.456,6/13/2019,4:58:00,0:00:00,58,12:00 AM,1
22045,MC01T3,633,505615.7893,4905789.158,6/13/2019,4:59:00,0:00:00,59,12:00 AM,1
22046,MC01T3,637,505647.4994,4905737.424,6/13/2019,5:00:00,0:00:00,0,12:00 AM,-59
22047,MC01T3,639.95,505657.4855,4905719.217,6/13/2019,5:00:00,0:00:00,0,12:00 AM,0
22048,MC01T3,640,505657.0862,4905719.772,6/13/2019,5:00:00,0:00:00,0,12:00 AM,0
22049,MC01T3,635,505679.1155,4905702.686,6/13/2019,5:01:00,0:00:00,1,12:00 AM,1
22050,MC01T3,624,505704.8104,4905689.823,6/13/2019,5:02:00,0:00:00,2,12:00 AM,1
22051,MC01T3,613,505730.9024,4905679.072,6/13/2019,5:03:00,0:00:00,3,12:00 AM,1
22052,MC01T3,618,505786.9874,4905666.015,6/13/2019,5:04:00,0:00:00,4,12:00 AM,1
22053,MC01T3,612,505747.1003,4905672.2,6/13/2019,5:05:00,0:00:00,5,12:00 AM,1
22054,MC01T3,618,505742.3288,4905655.979,6/13/2019,5:06:00,0:00:00,6,12:00 AM,1
22055,MC01T3,622,505732.9225,4905649.306,6/13/2019,5:07:00,0:00:00,7,12:00 AM,1
22056,MC01T3,625,505724.8622,4905654.075,6/13/2019,5:08:00,0:00:00,8,12:00 AM,1
22057,MC01T3,630,505700.9132,4905676.936,6/13/2019,5:09:00,0:00:00,9,12:00 AM,1
22058,MC01T3,637,505685.6789,4905676.478,6/13/2019,5:10:00,0:00:00,10,12:00 AM,1
22059,MC01T3,639.94,505681.4505,4905677.585,6/13/2019,5:10:00,0:00:00,10,12:00 AM,0
22060,MC01T3,640,505680.7321,4905678.14,6/13/2019,5:10:00,0:00:00,10,12:00 AM,0
22061,MC01T3,643,505672.6771,4905676.911,6/13/2019,5:11:00,0:00:00,11,12:00 AM,1
22062,MC01T3,634,505670.6029,4905677.353,6/13/2019,5:12:00,0:00:00,12,12:00 AM,1
22063,MC01T3,632,505669.7246,4905678.352,6/13/2019,5:15:00,0:00:00,15,12:00 AM,3
22064,MC01T3,638,505665.7915,4905706.895,6/13/2019,5:16:00,0:00:00,16,12:00 AM,1
22065,MC01T3,631,505648.4388,4905757.974,6/13/2019,5:17:00,0:00:00,17,12:00 AM,1
22066,MC01T3,638,505616.578,4905799.599,6/13/2019,5:18:00,0:00:00,18,12:00 AM,1
22067,MC01T3,644,505596.354,4905851.342,6/13/2019,5:19:00,0:00:00,19,12:00 AM,1
22068,MC01T3,631,505599.5716,4905912.769,6/13/2019,5:20:00,0:00:00,20,12:00 AM,1
22069,MC01T3,629,505598.3687,4905920.432,6/13/2019,5:20:00,0:00:00,20,12:00 AM,0
22070,MC01T3,629.25,505599.0873,4905919.544,6/13/2019,5:20:00,0:00:00,20,12:00 AM,0
22071,MC01T3,621,505622.829,4905950.776,6/13/2019,5:21:00,0:00:00,21,12:00 AM,1
22072,MC01T3,629,505633.862,4906012.987,6/13/2019,5:22:00,0:00:00,22,12:00 AM,1
22073,MC01T3,634,505650.9491,4906083.756,6/13/2019,5:23:00,0:00:00,23,12:00 AM,1
22074,MC01T3,621,505689.03,4906133.883,6/13/2019,5:24:00,0:00:00,24,12:00 AM,1
22075,MC01T3,621,505694.7965,4906197.978,6/13/2019,5:25:00,0:00:00,25,12:00 AM,1
22076,MC01T3,597,505722.504,4906252.761,6/13/2019,5:26:00,0:00:00,26,12:00 AM,1
22077,MC01T3,583,505770.1534,4906303.564,6/13/2019,5:27:00,0:00:00,27,12:00 AM,1
22078,MC01T3,578,505782.795,4906348.227,6/13/2019,5:28:00,0:00:00,28,12:00 AM,1
22079,MC01T3,581,505807.9606,4906389.902,6/13/2019,5:29:00,0:00:00,29,12:00 AM,1
22080,MC01T3,569,505844.9969,4906445.472,6/13/2019,5:30:00,0:00:00,30,12:00 AM,1
22081,MC01T3,569.6,505862.2132,4906457.15,6/13/2019,5:30:00,0:00:00,30,12:00 AM,0
22082,MC01T3,569,505861.4153,4906457.594,6/13/2019,5:30:00,0:00:00,30,12:00 AM,0
22083,MC01T3,560,505893.493,4906439.073,6/13/2019,5:31:00,0:00:00,31,12:00 AM,1
22084,MC01T3,562,505944.3246,4906407.907,6/13/2019,5:32:00,0:00:00,32,12:00 AM,1
22085,MC01T3,553,505992.4444,4906377.406,6/13/2019,5:33:00,0:00:00,33,12:00 AM,1
22086,MC01T3,562,506057.4644,4906355.806,6/13/2019,5:34:00,0:00:00,34,12:00 AM,1
22087,MC01T3,550,506118.2392,4906354.197,6/13/2019,5:35:00,0:00:00,35,12:00 AM,1
22088,MC01T3,539.91,506144.6408,4906351.334,6/13/2019,5:35:00,0:00:00,35,12:00 AM,0
18424,MC02T1,378.18,515254.8775,4906782.209,5/15/2019,8:24:00,0:00:00,24,12:00 AM,5
18425,MC02T1,383,515252.4933,4906778.649,5/15/2019,8:24:00,0:00:00,24,12:00 AM,0
18426,MC02T1,381,515253.1714,4906761.434,5/15/2019,8:24:00,0:00:00,24,12:00 AM,0
18427,MC02T1,369,515277.1612,4906699.621,5/15/2019,8:25:00,0:00:00,25,12:00 AM,1
18428,MC02T1,360,515304.7891,4906651.035,5/15/2019,8:26:00,0:00:00,26,12:00 AM,1
18429,MC02T1,361,515380.6694,4906635.663,5/15/2019,8:27:00,0:00:00,27,12:00 AM,1
18430,MC02T1,364,515455.5809,4906625.398,5/15/2019,8:28:00,0:00:00,28,12:00 AM,1
18431,MC02T1,365,515528.6832,4906638.234,5/15/2019,8:29:00,0:00:00,29,12:00 AM,1
18432,MC02T1,362,515597.4048,4906648.616,5/15/2019,8:30:00,0:00:00,30,12:00 AM,1
18433,MC02T1,358,515627.3884,4906583.154,5/15/2019,8:31:00,0:00:00,31,12:00 AM,1
18434,MC02T1,354,515600.4986,4906521.777,5/15/2019,8:32:00,0:00:00,32,12:00 AM,1
18435,MC02T1,328,515581.4398,4906453.865,5/15/2019,8:33:00,0:00:00,33,12:00 AM,1
18436,MC02T1,315,515583.8007,4906400.221,5/15/2019,8:34:00,0:00:00,34,12:00 AM,1
18437,MC02T1,314,515584.678,4906400.223,5/15/2019,8:34:00,0:00:00,34,12:00 AM,0
18438,MC02T1,320,515605.7101,4906343.07,5/15/2019,8:35:00,0:00:00,35,12:00 AM,1
18439,MC02T1,313,515616.3076,4906280.449,5/15/2019,8:36:00,0:00:00,36,12:00 AM,1
18440,MC02T1,296,515590.3592,4906225.072,5/15/2019,8:37:00,0:00:00,37,12:00 AM,1
18441,MC02T1,301,515587.7208,4906194.299,5/15/2019,8:38:00,0:00:00,38,12:00 AM,1
18442,MC02T1,287,515623.9715,4906143.846,5/15/2019,8:39:00,0:00:00,39,12:00 AM,1
18443,MC02T1,287,515606.4142,4906181.681,5/15/2019,8:40:00,0:00:00,40,12:00 AM,1
18444,MC02T1,294,515563.8595,4906166.584,5/15/2019,8:41:00,0:00:00,41,12:00 AM,1
18445,MC02T1,299,515562.1157,4906162.026,5/15/2019,8:42:00,0:00:00,42,12:00 AM,1
18446,MC02T1,288,515543.1769,4906143.654,5/15/2019,8:43:00,0:00:00,43,12:00 AM,1
18447,MC02T1,287,515535.1683,4906123.863,5/15/2019,8:44:00,0:00:00,44,12:00 AM,1
18448,MC02T1,287,515535.1683,4906123.863,5/15/2019,8:44:00,0:00:00,44,12:00 AM,0
18449,MC02T1,278,515522.5095,4906114.281,5/15/2019,8:47:00,0:00:00,47,12:00 AM,3
18450,MC02T1,279,515521.7175,4906111.946,5/15/2019,8:48:00,0:00:00,48,12:00 AM,1
18451,MC02T1,278,515517.1028,4906107.159,5/15/2019,8:49:00,0:00:00,49,12:00 AM,1
18452,MC02T1,281,515514.7077,4906108.153,5/15/2019,8:50:00,0:00:00,50,12:00 AM,1
18453,MC02T1,271,515511.759,4906107.147,5/15/2019,8:52:00,0:00:00,52,12:00 AM,2
18454,MC02T1,285,515507.3123,4906098.806,5/15/2019,8:53:00,0:00:00,53,12:00 AM,1
18455,MC02T1,280,515506.6914,4906091.584,5/15/2019,8:54:00,0:00:00,54,12:00 AM,1
18456,MC02T1,280,515506.6914,4906091.584,5/15/2019,8:54:00,0:00:00,54,12:00 AM,0
18457,MC02T1,275,515471.2926,4906085.613,5/15/2019,8:55:00,0:00:00,55,12:00 AM,1
18458,MC02T1,269,515440.8215,4906086.985,5/15/2019,8:56:00,0:00:00,56,12:00 AM,1
18459,MC02T1,268,515429.3488,4906081.627,5/15/2019,8:57:00,0:00:00,57,12:00 AM,1
18460,MC02T1,248,515414.9569,4906028.944,5/15/2019,8:58:00,0:00:00,58,12:00 AM,1
18461,MC02T1,237,515470.1156,4905976.202,5/15/2019,8:59:00,0:00:00,59,12:00 AM,1
18462,MC02T1,239,515515.4079,4905947.43,5/15/2019,9:00:00,0:00:00,0,12:00 AM,-59
18463,MC02T1,247,515561.6643,4905915.884,5/15/2019,9:01:00,0:00:00,1,12:00 AM,1
18464,MC02T1,245,515624.6078,4905877.38,5/15/2019,9:02:00,0:00:00,2,12:00 AM,1
18465,MC02T1,247,515659.3501,4905858.136,5/15/2019,9:03:00,0:00:00,3,12:00 AM,1
18466,MC02T1,249,515713.4629,4905843.826,5/15/2019,9:04:00,0:00:00,4,12:00 AM,1
18467,MC02T1,249,515741.7926,4905837.896,5/15/2019,9:04:00,0:00:00,4,12:00 AM,0
18468,MC02T1,244,515778.064,4905813.214,5/15/2019,9:05:00,0:00:00,5,12:00 AM,1
18469,MC02T1,253,515829.7375,4905818.337,5/15/2019,9:06:00,0:00:00,6,12:00 AM,1
18470,MC02T1,253,515829.738,4905818.115,5/15/2019,9:07:00,0:00:00,7,12:00 AM,1
18310,MC02T2,272.36,516596.8173,4905312.406,5/15/2019,5:33:00,0:00:00,33,12:00 AM,26
18311,MC02T2,273,516596.3359,4905313.515,5/15/2019,5:33:00,0:00:00,33,12:00 AM,0
18312,MC02T2,273,516596.6555,4905313.294,5/15/2019,5:33:00,0:00:00,33,12:00 AM,0
18313,MC02T2,300,516571.6479,4905329.114,5/15/2019,5:34:00,0:00:00,34,12:00 AM,1
18314,MC02T2,304,516563.679,4905357.529,5/15/2019,5:35:00,0:00:00,35,12:00 AM,1
18315,MC02T2,307,516556.164,4905364.174,5/15/2019,5:36:00,0:00:00,36,12:00 AM,1
18316,MC02T2,311,516537.6622,4905362.462,5/15/2019,5:37:00,0:00:00,37,12:00 AM,1
18317,MC02T2,315,516535.4096,4905370.009,5/15/2019,5:38:00,0:00:00,38,12:00 AM,1
18318,MC02T2,318,516509.5337,4905382.384,5/15/2019,5:39:00,0:00:00,39,12:00 AM,1
18319,MC02T2,300,516503.3454,4905400.696,5/15/2019,5:40:00,0:00:00,40,12:00 AM,1
18320,MC02T2,311,516519.5581,4905424.395,5/15/2019,5:41:00,0:00:00,41,12:00 AM,1
18321,MC02T2,309,516506.511,4905442.245,5/15/2019,5:42:00,0:00:00,42,12:00 AM,1
18322,MC02T2,312,516496.5338,4905444.775,5/15/2019,5:43:00,0:00:00,43,12:00 AM,1
18323,MC02T2,313,516495.1795,4905444.105,5/15/2019,5:43:00,0:00:00,43,12:00 AM,0
18324,MC02T2,317,516455.1164,4905452.113,5/15/2019,5:44:00,0:00:00,44,12:00 AM,1
18325,MC02T2,319,516437.1422,4905462.731,5/15/2019,5:45:00,0:00:00,45,12:00 AM,1
18326,MC02T2,322,516425.2669,4905490.581,5/15/2019,5:46:00,0:00:00,46,12:00 AM,1
18327,MC02T2,329,516424.8644,4905492.023,5/15/2019,5:47:00,0:00:00,47,12:00 AM,1
18328,MC02T2,327,516410.5921,4905521.533,5/15/2019,5:48:00,0:00:00,48,12:00 AM,1
18329,MC02T2,327,516403.0187,4905551.616,5/15/2019,5:49:00,0:00:00,49,12:00 AM,1
18330,MC02T2,330,516385.6615,4905570.788,5/15/2019,5:50:00,0:00:00,50,12:00 AM,1
18331,MC02T2,335,516374.6757,4905593.975,5/15/2019,5:51:00,0:00:00,51,12:00 AM,1
18332,MC02T2,337,516377.321,4905620.64,5/15/2019,5:52:00,0:00:00,52,12:00 AM,1
18333,MC02T2,337,516379.8061,4905647.526,5/15/2019,5:53:00,0:00:00,53,12:00 AM,1
18334,MC02T2,342,516387.6657,4905662.318,5/15/2019,5:53:00,0:00:00,53,12:00 AM,0
18335,MC02T2,345,516396.3976,4905710.991,5/15/2019,5:54:00,0:00:00,54,12:00 AM,1
18336,MC02T2,350,516417.7652,4905746.366,5/15/2019,5:55:00,0:00:00,55,12:00 AM,1
18337,MC02T2,349,516437.2125,4905752.302,5/15/2019,5:56:00,0:00:00,56,12:00 AM,1
18338,MC02T2,349,516433.2765,4905763.288,5/15/2019,5:57:00,0:00:00,57,12:00 AM,1
18339,MC02T2,351,516445.3272,4905792.42,5/15/2019,5:58:00,0:00:00,58,12:00 AM,1
18340,MC02T2,359,516458.6554,4905821,5/15/2019,5:59:00,0:00:00,59,12:00 AM,1
18341,MC02T2,367,516452.3153,4905868.191,5/15/2019,6:00:00,0:00:00,0,12:00 AM,-59
18342,MC02T2,377,516497.5988,4905908.18,5/15/2019,6:01:00,0:00:00,1,12:00 AM,1
18343,MC02T2,375,516524.034,4905957.786,5/15/2019,6:02:00,0:00:00,2,12:00 AM,1
18344,MC02T2,383,516563.8718,4905974.548,5/15/2019,6:03:00,0:00:00,3,12:00 AM,1
18345,MC02T2,384,516569.3165,4905966.231,5/15/2019,6:03:00,0:00:00,3,12:00 AM,0
18346,MC02T2,373,516577.2586,4905948.146,5/15/2019,6:04:00,0:00:00,4,12:00 AM,1
18347,MC02T2,373,516587.1832,4905934.62,5/15/2019,6:05:00,0:00:00,5,12:00 AM,1
18348,MC02T2,380,516631.5472,4905927.957,5/15/2019,6:06:00,0:00:00,6,12:00 AM,1
18349,MC02T2,383,516650.0787,4905917.341,5/15/2019,6:07:00,0:00:00,7,12:00 AM,1
18350,MC02T2,381,516655.914,4905912.358,5/15/2019,6:08:00,0:00:00,8,12:00 AM,1
18351,MC02T2,380,516655.3604,4905910.468,5/15/2019,6:10:00,0:00:00,10,12:00 AM,2
18352,MC02T2,378,516657.8424,4905906.809,5/15/2019,6:11:00,0:00:00,11,12:00 AM,1
18353,MC02T2,375,516656.4185,4905902.14,5/15/2019,6:12:00,0:00:00,12,12:00 AM,1
18354,MC02T2,370,516655.3938,4905897.362,5/15/2019,6:13:00,0:00:00,13,12:00 AM,1
18355,MC02T2,364,516655.2343,4905897.361,5/15/2019,6:13:00,0:00:00,13,12:00 AM,0
18356,MC02T2,364,516655.9589,4905894.697,5/15/2019,6:15:00,0:00:00,15,12:00 AM,2
18357,MC02T2,361,516695.1495,4905883.801,5/15/2019,6:16:00,0:00:00,16,12:00 AM,1
18358,MC02T2,363,516732.7952,4905884.452,5/15/2019,6:17:00,0:00:00,17,12:00 AM,1
18359,MC02T2,364,516773.8331,4905899.775,5/15/2019,6:18:00,0:00:00,18,12:00 AM,1
18360,MC02T2,369,516804.0723,4905927.065,5/15/2019,6:19:00,0:00:00,19,12:00 AM,1
18361,MC02T2,374,516827.5084,4905932.346,5/15/2019,6:20:00,0:00:00,20,12:00 AM,1
18362,MC02T2,377,516851.2812,4905930.741,5/15/2019,6:21:00,0:00:00,21,12:00 AM,1
18363,MC02T2,380,516844.6065,4905951.939,5/15/2019,6:22:00,0:00:00,22,12:00 AM,1
18364,MC02T2,383,516818.6116,4905949.207,5/15/2019,6:23:00,0:00:00,23,12:00 AM,1
18365,MC02T2,384,516808.6604,4905941.85,5/15/2019,6:23:00,0:00:00,23,12:00 AM,0
18366,MC02T2,384,516797.7535,4905933.936,5/15/2019,6:24:00,0:00:00,24,12:00 AM,1
18367,MC02T2,383,516769.8815,4905916.648,5/15/2019,6:25:00,0:00:00,25,12:00 AM,1
18368,MC02T2,381,516766.1339,4905916.194,5/15/2019,6:26:00,0:00:00,26,12:00 AM,1
18369,MC02T2,385,516764.5436,4905914.302,5/15/2019,6:27:00,0:00:00,27,12:00 AM,1
18370,MC02T2,385,516744.7612,4905914.917,5/15/2019,6:28:00,0:00:00,28,12:00 AM,1
18371,MC02T2,385,516701.7905,4905906.921,5/15/2019,6:29:00,0:00:00,29,12:00 AM,1
18372,MC02T2,382,516663.5625,4905915.71,5/15/2019,6:30:00,0:00:00,30,12:00 AM,1
18373,MC02T2,383,516667.3545,4905930.048,5/15/2019,6:31:00,0:00:00,31,12:00 AM,1
18374,MC02T2,391,516673.7726,4905946.725,5/15/2019,6:32:00,0:00:00,32,12:00 AM,1
18375,MC02T2,384,516669.9548,4905973.818,5/15/2019,6:33:00,0:00:00,33,12:00 AM,1
18376,MC02T2,376,516664.2741,4905980.801,5/15/2019,6:33:00,0:00:00,33,12:00 AM,0
18377,MC02T2,378,516620.1399,4905991.352,5/15/2019,6:34:00,0:00:00,34,12:00 AM,1
18378,MC02T2,378,516605.1521,4906019.971,5/15/2019,6:35:00,0:00:00,35,12:00 AM,1
18379,MC02T2,364,516625.4049,4906053.789,5/15/2019,6:36:00,0:00:00,36,12:00 AM,1
18380,MC02T2,350,516647.22,4906037.739,5/15/2019,6:37:00,0:00:00,37,12:00 AM,1
18381,MC02T2,357,516631.2691,4906037.365,5/15/2019,6:38:00,0:00:00,38,12:00 AM,1
18382,MC02T2,350,516612.6551,4906017.769,5/15/2019,6:39:00,0:00:00,39,12:00 AM,1
18383,MC02T2,353,516589.5001,4905996.05,5/15/2019,6:40:00,0:00:00,40,12:00 AM,1
18384,MC02T2,358,516587.2674,4905995.823,5/15/2019,6:42:00,0:00:00,42,12:00 AM,2
18385,MC02T2,371,516535.6006,4905988.805,5/15/2019,6:43:00,0:00:00,43,12:00 AM,1
18386,MC02T2,376,516525.5284,4905966.121,5/15/2019,6:43:00,0:00:00,43,12:00 AM,0
18387,MC02T2,380,516509.3501,4905929.314,5/15/2019,6:44:00,0:00:00,44,12:00 AM,1
18388,MC02T2,378,516498.9598,4905906.184,5/15/2019,6:44:00,0:00:00,44,12:00 AM,0
18226,MC02T3,357.36,517400.5572,4904924.844,5/15/2019,3:51:00,0:00:00,51,12:00 AM,7
18227,MC02T3,357,517399.5958,4904926.397,5/15/2019,3:51:00,0:00:00,51,12:00 AM,0
18228,MC02T3,357,517399.7586,4904925.176,5/15/2019,3:51:00,0:00:00,51,12:00 AM,0
18229,MC02T3,365,517398.7228,4904954.719,5/15/2019,3:52:00,0:00:00,52,12:00 AM,1
18230,MC02T3,352,517426.6453,4905013.884,5/15/2019,3:53:00,0:00:00,53,12:00 AM,1
18231,MC02T3,349,517486.0759,4905043.589,5/15/2019,3:54:00,0:00:00,54,12:00 AM,1
18232,MC02T3,338,517497.4222,4905096.268,5/15/2019,3:55:00,0:00:00,55,12:00 AM,1
18233,MC02T3,324,517493.1449,4905174.453,5/15/2019,3:56:00,0:00:00,56,12:00 AM,1
18234,MC02T3,326,517465.7916,4905201.371,5/15/2019,3:57:00,0:00:00,57,12:00 AM,1
18235,MC02T3,329,517471.25,4905218.491,5/15/2019,3:58:00,0:00:00,58,12:00 AM,1
18236,MC02T3,331,517478.9422,4905235.506,5/15/2019,3:59:00,0:00:00,59,12:00 AM,1
18237,MC02T3,336,517490.7189,4905246.423,5/15/2019,4:00:00,0:00:00,0,12:00 AM,-59
18238,MC02T3,346.96,517541.7092,4905299.32,5/15/2019,4:01:00,0:00:00,1,12:00 AM,1
18239,MC02T3,346,517532.8597,4905297.519,5/15/2019,4:01:00,0:00:00,1,12:00 AM,0
18240,MC02T3,348,517540.5115,4905299.761,5/15/2019,4:01:00,0:00:00,1,12:00 AM,0
18241,MC02T3,358,517571.138,4905301.509,5/15/2019,4:02:00,0:00:00,2,12:00 AM,1
18242,MC02T3,344,517582.4555,4905305.094,5/15/2019,4:03:00,0:00:00,3,12:00 AM,1
18243,MC02T3,353,517596.6599,4905303.022,5/15/2019,4:04:00,0:00:00,4,12:00 AM,1
18244,MC02T3,356,517611.5355,4905318.279,5/15/2019,4:05:00,0:00:00,5,12:00 AM,1
18245,MC02T3,357,517605.7008,4905322.595,5/15/2019,4:06:00,0:00:00,6,12:00 AM,1
18246,MC02T3,371,517623.3975,4905356.632,5/15/2019,4:07:00,0:00:00,7,12:00 AM,1
18247,MC02T3,366,517645.7639,4905374.575,5/15/2019,4:08:00,0:00:00,8,12:00 AM,1
18248,MC02T3,376,517636.319,4905386.546,5/15/2019,4:09:00,0:00:00,9,12:00 AM,1
18249,MC02T3,372,517591.4825,4905389.202,5/15/2019,4:10:00,0:00:00,10,12:00 AM,1
18250,MC02T3,365,517566.2455,4905400.575,5/15/2019,4:11:00,0:00:00,11,12:00 AM,1
18251,MC02T3,368,517557.8678,4905401.33,5/15/2019,4:12:00,0:00:00,12,12:00 AM,1
18252,MC02T3,367.77,517558.5869,4905400.887,5/15/2019,4:12:00,0:00:00,12,12:00 AM,0
18253,MC02T3,370,517541.7249,4905412.505,5/15/2019,4:12:00,0:00:00,12,12:00 AM,0
18254,MC02T3,378,517536.8975,4905427.931,5/15/2019,4:13:00,0:00:00,13,12:00 AM,1
18255,MC02T3,376,517521.2601,4905458.879,5/15/2019,4:14:00,0:00:00,14,12:00 AM,1
18256,MC02T3,381,517515.7306,4905468.417,5/15/2019,4:15:00,0:00:00,15,12:00 AM,1
18257,MC02T3,390,517504.5808,4905491.713,5/15/2019,4:16:00,0:00:00,16,12:00 AM,1
18258,MC02T3,404,517499.5474,4905524.577,5/15/2019,4:17:00,0:00:00,17,12:00 AM,1
18259,MC02T3,415,517494.5565,4905541.558,5/15/2019,4:18:00,0:00:00,18,12:00 AM,1
18260,MC02T3,409,517499.5806,4905571.784,5/15/2019,4:19:00,0:00:00,19,12:00 AM,1
18261,MC02T3,417,517493.5594,4905586.319,5/15/2019,4:20:00,0:00:00,20,12:00 AM,1
18262,MC02T3,422,517508.1436,4905620.902,5/15/2019,4:21:00,0:00:00,21,12:00 AM,1
18263,MC02T3,421,517498.8845,4905623.321,5/15/2019,4:22:00,0:00:00,22,12:00 AM,1
18264,MC02T3,419.95,517499.7645,4905622.323,5/15/2019,4:22:00,0:00:00,22,12:00 AM,0
18265,MC02T3,421,517468.6521,4905623.906,5/15/2019,4:22:00,0:00:00,22,12:00 AM,0
18266,MC02T3,422,517458.1997,4905625.1,5/15/2019,4:23:00,0:00:00,23,12:00 AM,1
18267,MC02T3,425,517429.9183,4905641.908,5/15/2019,4:24:00,0:00:00,24,12:00 AM,1
18268,MC02T3,399,517359.5374,4905652.718,5/15/2019,4:25:00,0:00:00,25,12:00 AM,1
18269,MC02T3,398,517321.4152,4905620.627,5/15/2019,4:26:00,0:00:00,26,12:00 AM,1
18270,MC02T3,395,517314.9978,4905604.171,5/15/2019,4:27:00,0:00:00,27,12:00 AM,1
18271,MC02T3,404,517293.9479,4905540.803,5/15/2019,4:28:00,0:00:00,28,12:00 AM,1
18272,MC02T3,408,517312.4983,4905584.171,5/15/2019,4:29:00,0:00:00,29,12:00 AM,1
18273,MC02T3,394,517320.0126,4905577.971,5/15/2019,4:30:00,0:00:00,30,12:00 AM,1
18274,MC02T3,396,517330.6716,4905559.005,5/15/2019,4:31:00,0:00:00,31,12:00 AM,1
18275,MC02T3,401,517333.6382,4905553.237,5/15/2019,4:32:00,0:00:00,32,12:00 AM,1
18276,MC02T3,401.14,517333.8787,4905552.794,5/15/2019,4:32:00,0:00:00,32,12:00 AM,0
18277,MC02T3,399,517324.5829,4905538.885,5/15/2019,4:32:00,0:00:00,32,12:00 AM,0
18278,MC02T3,396,517338.8276,4905521.373,5/15/2019,4:33:00,0:00:00,33,12:00 AM,1
18279,MC02T3,395,517357.9993,4905510.871,5/15/2019,4:34:00,0:00:00,34,12:00 AM,1
18280,MC02T3,390,517380.4172,4905509.487,5/15/2019,4:35:00,0:00:00,35,12:00 AM,1
18281,MC02T3,386,517407.4571,4905509.781,5/15/2019,4:36:00,0:00:00,36,12:00 AM,1
18282,MC02T3,388,517433.7177,4905503.186,5/15/2019,4:37:00,0:00:00,37,12:00 AM,1
18283,MC02T3,399,517454.5238,4905508.018,5/15/2019,4:38:00,0:00:00,38,12:00 AM,1
18284,MC02T3,396,517447.1466,4905522.549,5/15/2019,4:39:00,0:00:00,39,12:00 AM,1
18285,MC02T3,398,517450.0393,4905544.55,5/15/2019,4:40:00,0:00:00,40,12:00 AM,1
18286,MC02T3,397,517464.9061,4905533.149,5/15/2019,4:41:00,0:00:00,41,12:00 AM,1
18287,MC02T3,403.23,517470.8701,4905540.051,5/15/2019,4:42:00,0:00:00,42,12:00 AM,1
18288,MC02T3,404,517469.354,4905540.269,5/15/2019,4:42:00,0:00:00,42,12:00 AM,0
18289,MC02T3,407,517482.3557,4905540.304,5/15/2019,4:42:00,0:00:00,42,12:00 AM,0
18290,MC02T3,405,517499.736,4905513.693,5/15/2019,4:43:00,0:00:00,43,12:00 AM,1
18291,MC02T3,404,517509.0777,4905480.506,5/15/2019,4:44:00,0:00:00,44,12:00 AM,1
18292,MC02T3,404,517514.9737,4905453.198,5/15/2019,4:45:00,0:00:00,45,12:00 AM,1
18293,MC02T3,409,517541.5207,4905429.166,5/15/2019,4:46:00,0:00:00,46,12:00 AM,1
18294,MC02T3,396,517563.1177,4905436.554,5/15/2019,4:47:00,0:00:00,47,12:00 AM,1
18295,MC02T3,394,517581.279,4905416.388,5/15/2019,4:48:00,0:00:00,48,12:00 AM,1
